,ID,X,Y,J,J_err,K,K_err,chi,sharp,ra,dec
40989,149871,4011.079,3483.934,23.628,0.1289,22.325,0.1128,0.3860,-0.0125,204.94216140619176,-31.63756470418399
40991,149868,3533.415,3483.958,22.246,0.0467,21.148,0.0475,0.3660,-0.6345,204.96709669109046,-31.637577935625593
40993,149862,2890.593,3484.136,20.719,0.0201,19.463,0.0204,0.4785,0.1005,205.00065368266408,-31.637581616823667
40996,149869,3609.351,3484.227,22.358,0.0434,21.384,0.0549,0.3625,-0.2060,204.9631326440218,-31.637564031034444
40998,149860,2703.544,3484.240,22.045,0.0306,21.05,0.0425,0.3735,-0.6425,205.01041813417766,-31.637578719181327
41001,37772,3307.426,3484.358,20.41,0.0254,18.842,0.0180,0.4830,-0.6205,204.9788939136293,-31.637565233652598
41002,149870,3758.424,3484.415,22.74,0.0604,21.728,0.0707,0.3915,-1.0805,204.9553506575806,-31.637551493007674
41007,149863,2973.594,3484.602,21.21,0.0311,19.999,0.0271,0.3880,-0.8340,204.99632081935414,-31.637559902402703
41009,37702,2601.279,3484.736,22.912,0.0731,22.023,0.0928,0.4010,-1.0405,205.01575663977806,-31.63755730339246
41018,149890,2665.345,3484.940,22.627,0.0540,21.688,0.0751,0.4145,-0.5245,205.01241222794988,-31.63754786888346
41019,149872,4047.163,3484.976,23.321,0.1010,22.95,0.2312,0.4285,-0.1840,204.94027777396417,-31.637517116130685
41022,37739,3461.389,3485.253,20.962,0.0244,19.797,0.0232,0.4390,0.0300,204.97085667045093,-31.637522115602636
41023,149903,3651.424,3485.332,23.322,0.0965,22.338,0.1224,0.4005,-1.4935,204.96093636076705,-31.637513787343604
41025,149905,3987.957,3485.437,22.807,0.0676,21.705,0.0766,0.4325,-1.0445,204.94336849407412,-31.637498707995984
41031,149914,213.460,3485.687,18.523,0.0067,17.599,0.0104,0.5975,-0.1325,205.14040687230408,-31.63746656830432
41033,149926,3632.968,3485.755,21.973,0.0277,19.958,0.0196,0.3640,-0.6630,204.9618998242911,-31.637495488823664
41036,149917,2630.581,3485.899,21.677,0.0281,20.43,0.0273,0.3920,-0.8640,205.01422700621572,-31.637505457082725
41039,149924,3425.265,3485.956,21.405,0.0337,19.843,0.0234,0.4200,-0.9000,204.972742454527,-31.637491700105823
41043,149927,3675.020,3486.065,23.635,0.1213,23.073,0.2443,0.3770,-0.4920,204.9597046136294,-31.63748055792489
41049,149918,2657.320,3486.461,23.211,0.0896,22.562,0.1579,0.4285,-0.1120,205.01283116513778,-31.637480319738827
41053,37766,2549.407,3486.790,21.813,0.0432,20.649,0.0378,0.5245,-0.3245,205.01846450395323,-31.63746624846432
41057,149953,3895.331,3486.971,23.794,0.1420,22.4,0.1306,0.4065,-0.0405,204.9482038617254,-31.637433636165117
41065,37741,3526.134,3487.423,21.302,0.0251,19.781,0.0228,0.4540,-0.6490,204.967476878694,-31.63742411615842
41073,149970,2603.921,3487.755,22.404,0.0471,21.314,0.0526,0.4005,-0.6140,205.01561873858867,-31.637423112172375
41075,149972,2837.959,3487.828,21.926,0.0419,20.169,0.0244,0.3910,-0.4245,205.00340135975677,-31.63741808836956
41078,149967,1930.021,3488.111,21.811,0.0326,20.561,0.0394,0.4930,-0.0795,205.05079803367278,-31.637405915388076
41080,37735,3211.056,3488.212,18.839,0.0233,17.526,0.0198,1.0270,-0.2025,204.9839247599971,-31.637395779391767
41083,149969,2581.989,3488.384,,0.1844,22.586,0.1492,0.3890,-4.9335,205.01676364836226,-31.637395263741762
41090,149999,3611.775,3488.700,23.012,0.0725,22.029,0.0973,0.3740,-0.9270,204.96300624435122,-31.637365166929765
41095,37775,3661.747,3488.887,23.092,0.0828,22.219,0.1130,0.3900,-2.6490,204.96039758913645,-31.637355503813573
41098,37750,2699.221,3488.993,22.897,0.0721,22.059,0.0955,0.3980,0.2040,205.0106438460431,-31.637367505818865
41109,149993,3023.730,3489.299,20.574,0.0305,19.394,0.0257,0.4960,0.0180,204.9937036665355,-31.637350469953443
41112,37801,3574.686,3489.547,21.798,0.0378,20.583,0.0378,0.4660,-0.3325,204.96494240712983,-31.63732849167216
41115,37779,2648.520,3489.640,22.899,0.0720,21.992,0.0870,0.3925,-0.7305,205.01329057050083,-31.637339085046296
41117,150010,2806.168,3489.748,22.472,0.0540,21.428,0.0609,0.3630,-0.2925,205.00506095199304,-31.63733306503062
41121,150022,3719.287,3490.180,23.179,0.0814,22.573,0.1572,0.3750,-0.1145,204.95739390402554,-31.6372964147262
41132,150027,2435.333,3490.962,22.075,0.0355,20.939,0.0460,0.4460,-0.2685,205.02441946814452,-31.637281139707184
41143,37822,2899.167,3492.052,20.806,0.0246,19.267,0.0191,0.5195,0.0740,205.00020620320447,-31.637229697779407
41145,150052,3562.423,3492.193,21.502,0.0254,20.051,0.0249,0.4240,-0.7495,204.96558264489778,-31.637211205756394
41147,150051,3531.994,3492.324,22.018,0.0390,20.539,0.0358,0.4180,-2.0730,204.9671711149779,-31.637206148920534
41150,150047,3436.160,3492.441,20.879,0.0246,19.442,0.0201,0.4890,0.0500,204.97217388140433,-31.637203230935476
41153,37847,3209.211,3492.519,18.457,0.0180,17.297,0.0171,1.0595,-0.0805,204.98402116456327,-31.63720439042519
41154,150044,2923.232,3492.535,21.998,0.0421,20.722,0.0417,0.3510,-1.1930,204.99894995841717,-31.63720795090273
41156,37792,2889.083,3492.568,22.427,0.0611,21.26,0.0611,0.3750,-0.4810,205.0007326193151,-31.63720687820972
41161,150063,1332.871,3492.750,23.342,0.1060,22.289,0.1459,0.4875,-0.3720,205.0819706488996,-31.637190458807265
41167,150066,2625.030,3493.085,19.148,0.0101,18.363,0.0120,0.5775,-0.6095,205.0145168298065,-31.637186110537364
41168,150076,3760.599,3493.089,,0.1865,23.458,0.2794,0.3955,-1.0305,204.95523741949813,-31.637165917693448
41172,150077,3805.740,3493.201,23.432,0.1042,22.305,0.1213,0.4070,-1.0505,204.95288095804887,-31.637159578245207
41174,150065,2614.653,3493.264,22.479,0.0485,21.398,0.0543,0.3870,0.1930,205.01505853541076,-31.637178211592914
41181,5012658,6002.659,3493.701,20.615,0.0240,19.872,0.0292,0.4880,-1.0315,204.8381971750279,-31.637018775921447
41182,37807,2810.359,3493.726,22.402,0.0495,21.496,0.0678,0.3475,0.1395,205.0048422157402,-31.637156225408887
41184,37840,2782.856,3493.751,22.544,0.0655,21.727,0.0877,0.3955,0.1000,205.00627793848915,-31.637155367600208
41193,37855,2732.069,3494.259,22.867,0.0780,21.986,0.1015,0.4105,0.1890,205.0089291462732,-31.637133215344438
41203,37856,2766.697,3494.569,22.196,0.0438,21.052,0.0499,0.3910,-0.9180,205.00712148524218,-31.637119153378542
41205,150115,3650.598,3494.586,22.778,0.0590,21.794,0.0747,0.3740,-0.7655,204.9609797773599,-31.63710252133679
41209,150098,3327.556,3494.690,19.56,0.0132,18.495,0.0128,0.4995,-0.1515,204.9778433239807,-31.637105625714167
41213,150109,3044.543,3494.974,20.771,0.0346,18.99,0.0196,0.4810,-0.7885,204.99261727251462,-31.637097951084993
41214,150106,2583.091,3495.167,23.298,0.1012,22.556,0.1409,0.3970,-0.8580,205.01670615841644,-31.637093791943247
41215,150107,2707.691,3495.323,22.988,0.0784,21.968,0.1015,0.4360,-2.4220,205.01020174516432,-31.637086111249648
41220,150108,2804.427,3495.625,21.17,0.0190,19.599,0.0178,0.3690,-0.4140,205.0051519012637,-31.637071881408602
41222,150125,1921.537,3495.774,21.05,0.0194,20.2,0.0314,0.4995,-0.4180,205.05124083557962,-31.637065258849383
41228,37853,624.504,3495.924,16.23,0.0047,15.923,0.0068,0.7800,-0.0785,205.11894892852635,-31.63702856397391
41230,150130,2918.736,3496.024,22.262,0.0485,21.34,0.0677,0.3395,-0.3725,204.9991847088751,-31.637052937542204
41233,150133,3145.386,3496.170,20.104,0.0258,18.852,0.0199,0.4660,0.2955,204.9873530543419,-31.63704322772008
41238,5012664,6274.000,3496.381,21.031,0.0282,20.515,0.0484,0.5070,-1.2300,204.8240329515877,-31.63687790719243
41239,150127,2656.486,3496.427,21.453,0.0302,20.121,0.0274,0.4780,-0.8765,205.01287477506733,-31.637037391629043
41240,37865,2838.541,3496.444,22.448,0.0556,21.495,0.0691,0.3795,0.1960,205.00337108010567,-31.63703514919828
41245,37873,1216.527,3496.558,17.43,0.0066,16.653,0.0069,0.7050,0.1085,205.08804397329442,-31.637018525053975
41248,37890,3632.630,3496.687,23.297,0.0942,22.06,0.0930,0.3715,-1.4415,204.96191781504695,-31.637009631599838
41250,37874,2611.250,3496.760,23.288,0.0856,22.222,0.1008,0.3685,-1.6875,205.01523620187467,-31.637022851886393
41252,150128,2811.079,3496.895,21.836,0.0334,20.8,0.0422,0.3805,0.2315,205.00480466544414,-31.637015374129653
41253,37889,3628.261,3496.971,23.284,0.0919,22.419,0.1337,0.3880,-0.1340,204.9621458956876,-31.636997127003237
41256,37875,2712.507,3497.079,23.362,0.1087,22.444,0.1405,0.4120,-1.0140,205.00995035391753,-31.63700803130348
41257,150160,3462.766,3497.087,22.333,0.0550,21.304,0.0661,0.3990,-1.0495,204.97078511224072,-31.636996128166402
41259,150195,2717.508,3497.322,22.898,0.0703,22.187,0.1039,0.3840,0.2930,205.0096892922908,-31.636997193912947
41262,150169,2422.867,3497.420,23.664,0.1230,22.299,0.1401,0.4585,-1.0500,205.02507023381366,-31.63699413498853
41264,150145,2081.326,3497.441,22.417,0.0564,21.395,0.0827,0.5530,0.2910,205.04289946305138,-31.636992397115037
41267,150146,2479.558,3497.593,23.783,0.1530,22.824,0.2018,0.3975,-2.9405,205.0221108330888,-31.636986339880288
41269,150178,3480.873,3497.612,21.649,0.0377,20.493,0.0368,0.4490,-0.2265,204.9698399004414,-31.636972368396613
41277,150170,2593.222,3497.833,23.474,0.1028,22.305,0.1227,0.4280,-2.6595,205.01617731156398,-31.636975254606877
41278,150171,2763.548,3497.850,21.184,0.0182,19.806,0.0194,0.3770,-0.6465,205.0072859033129,-31.636973358062832
41279,37906,3678.562,3497.884,23.513,0.1056,22.524,0.1311,0.3160,-1.3515,204.9595201002454,-31.63695517057275
41288,37920,3535.868,3498.445,22.07,0.0444,21.159,0.0513,0.4035,-0.9290,204.9669690620808,-31.63693400828186
41299,37913,2801.956,3498.978,21.836,0.0345,20.991,0.0514,0.4010,0.1365,205.00528092998778,-31.63692288230218
41300,150193,2632.305,3499.023,22.359,0.0487,21.115,0.0480,0.4110,-0.1600,205.01413709712358,-31.636922158383076
41301,150194,2669.055,3499.049,22.915,0.0809,21.68,0.0717,0.3995,-1.1105,205.01221866397208,-31.63692077827118
41304,150196,2749.186,3499.093,22.541,0.0450,21.62,0.0654,0.3440,0.1010,205.00803564463868,-31.63691823361948
41306,5012677,4842.001,3499.152,20.946,0.0254,20.209,0.0341,0.4570,-0.6535,204.89878617408587,-31.636851930264605
41307,150209,3966.217,3499.182,23.007,0.0641,22.285,0.1097,0.3620,-0.3930,204.9445039261828,-31.636888565099998
41314,37896,2756.521,3499.398,22.903,0.0709,21.962,0.0973,0.3275,-0.9160,205.0076527440321,-31.636904617326934
41318,150231,3343.620,3499.581,21.145,0.0325,20.03,0.0358,0.4125,-1.4870,204.97700486527745,-31.636887916172313
41319,150235,3485.134,3499.696,22.536,0.0624,21.518,0.0747,0.3720,-0.9035,204.96961752499016,-31.63687964485771
41321,150198,2927.204,3499.750,21.334,0.0367,19.531,0.0222,0.4610,-1.8390,204.99874271197126,-31.636887236846878
41322,37931,2821.416,3499.778,21.722,0.0338,20.67,0.0381,0.3715,0.1780,205.00426508308004,-31.636887141292643
41325,150233,3401.247,3499.959,21.433,0.0390,20.309,0.0356,0.4520,-0.5850,204.97399661811016,-31.636869880627103
41327,37969,3543.845,3500.094,21.237,0.0326,20.018,0.0320,0.5875,0.0150,204.96655269350697,-31.636860520037388
41328,150223,977.790,3500.098,22.419,0.0539,21.364,0.0702,0.5075,-0.9555,205.1005064627245,-31.636854772975333
41333,150224,1715.527,3500.200,21.491,0.0250,20.685,0.0413,0.4930,-0.0530,205.06199496807784,-31.63686616533617
41334,37948,3865.577,3500.229,23.486,0.1105,22.65,0.1589,0.3945,-0.9570,204.9497575911304,-31.636845351294177
41339,37947,3740.020,3500.614,23.502,0.1054,22.726,0.1805,0.4025,-0.3160,204.95631194991148,-31.636832079914097
41340,37985,3442.466,3500.621,20.956,0.0202,19.907,0.0221,0.3830,-0.5420,204.97184491347122,-31.636839531393452
41341,37932,2842.729,3500.701,21.996,0.0474,20.768,0.0463,0.4345,-1.2725,205.00315250771737,-31.636845906729338
41347,150227,2987.037,3500.838,20.816,0.0300,19.172,0.0181,0.4465,-0.5565,204.9956193123946,-31.636838126253924
41348,150243,2650.222,3500.849,22.652,0.0609,21.588,0.0698,0.4225,-0.5400,205.01320180216862,-31.636840896934498
41350,150255,4031.430,3500.908,23.352,0.0998,22.469,0.1522,0.4015,-1.4950,204.94109973911415,-31.63680958824546
41351,150249,2982.234,3500.927,20.508,0.0180,19.188,0.0148,0.3605,0.0515,204.99587004098234,-31.636834234115966
41359,150248,2973.886,3501.428,19.816,0.0128,18.496,0.0113,0.4355,0.2025,204.99630583264846,-31.63681207651064
41361,150242,2637.489,3501.472,21.81,0.0294,20.766,0.0409,0.4400,-0.8295,205.01386649733615,-31.636813284004088
41366,150267,2657.219,3501.597,20.669,0.0208,19.897,0.0262,0.5335,-0.5360,205.0128365487094,-31.63680760928532
41370,150245,2846.682,3501.779,22.371,0.0477,20.045,0.0261,0.4230,-0.4575,205.00294616535209,-31.636797955178
41374,38023,3268.113,3502.009,19.359,0.0198,18.708,0.0199,0.6615,0.1695,204.9809465530697,-31.636781517248945
41375,150244,2756.019,3502.020,21.984,0.0338,21.034,0.0395,0.3400,-0.2015,205.00767897527533,-31.63678808819478
41380,150278,3725.627,3502.279,23.556,0.1290,22.466,0.1329,0.3745,-2.6690,204.95706335207123,-31.636758498738324
41381,150270,3095.269,3502.337,15.848,0.0065,14.995,0.0050,1.2960,0.2475,204.98996939058233,-31.636769945067844
41391,5012689,6198.811,3502.744,19.997,0.0170,18.986,0.0235,0.6490,0.2145,204.82795855321675,-31.636601294794907
41393,150288,2555.328,3502.839,23.405,0.1094,22.203,0.1222,0.4500,-1.7745,205.01815548951814,-31.63675293577274
41394,150289,2787.014,3502.915,21.095,0.0249,19.575,0.0199,0.4955,0.2070,205.00606097787676,-31.63674804147891
41405,37977,2749.337,3503.393,23.229,0.0879,22.526,0.1533,0.3465,-0.8960,205.0080278035452,-31.6367271212821
41406,37940,2885.339,3503.395,21.256,0.0270,20.198,0.0310,0.4280,0.2175,205.0009282062806,-31.63672571995334
41413,150324,3870.045,3503.663,22.468,0.0489,21.458,0.0573,0.3895,0.1745,204.9495244810748,-31.636692586408717
41416,150323,3828.272,3503.763,22.826,0.0576,21.782,0.0785,0.3990,-0.8975,204.95170512138873,-31.636689460573418
41421,150325,4072.930,3503.854,23.958,0.1564,22.644,0.1546,0.3930,-1.4450,204.93893347760957,-31.63667716612263
41423,150322,3816.913,3503.887,23.382,0.0860,22.207,0.1065,0.3925,-0.5335,204.95229808909818,-31.636684301615507
41426,37992,2829.424,3504.047,22.661,0.0675,21.76,0.0825,0.3630,-0.8460,205.00384709719359,-31.636697329323592
41428,150316,3380.291,3504.093,21.03,0.0235,19.655,0.0224,0.4020,-0.3540,204.9750906723925,-31.636686604841902
41434,5012700,5995.576,3504.396,18.78,0.0136,18.28,0.0149,0.6505,-1.0840,204.83856788991204,-31.636543992224095
41436,150309,2820.239,3504.415,20.379,0.0126,19.093,0.0135,0.3800,-0.5060,205.00432657802037,-31.636681063867957
41438,37960,2955.777,3504.468,21.285,0.0338,20.217,0.0350,0.4315,-0.3440,204.99725120717534,-31.636677196906376
41441,150348,3796.995,3504.555,19.114,0.0091,18.269,0.0121,0.6150,-0.7055,204.95333787362728,-31.63665522362792
41442,150319,3489.267,3504.559,21.668,0.0384,20.562,0.0389,0.4680,0.2830,204.96940190994948,-31.636663412950508
41446,150337,2534.931,3504.675,22.635,0.0583,21.823,0.0905,0.4420,0.2610,205.0192202651569,-31.636671414678645
41449,150344,3281.419,3504.989,18.444,0.0139,17.307,0.0125,0.9900,0.2630,204.9802520193996,-31.636648815167838
41454,38014,3880.983,3505.208,18.496,0.0086,17.717,0.0184,0.6100,-0.5285,204.9489535534931,-31.636623568416503
41462,38030,3761.922,3505.714,,0.1416,23.253,0.2635,0.3790,-1.1545,204.95516879646206,-31.63660476774765
41463,38007,2757.307,3505.805,22.865,0.0712,21.687,0.0739,0.3595,-0.2050,205.00761177609115,-31.63661985521458
41464,150347,3638.848,3505.847,23.657,0.1354,23.091,0.1983,0.3755,-1.8280,204.96159351298138,-31.636602352672373
41469,38029,3510.437,3505.917,22.256,0.0502,21.117,0.0498,0.3970,-0.9010,204.96829683084653,-31.63660254624273
41476,150365,3738.761,3506.209,23.08,0.0789,21.622,0.0683,0.4055,-2.0065,204.9563778644677,-31.63658345025022
41480,38039,2620.650,3506.319,23.225,0.0896,22.23,0.1292,0.4240,0.0685,205.01474556146567,-31.636597956951643
41483,5012704,6549.474,3506.386,19.46,0.0182,17.81,0.0212,0.8745,0.1710,204.8096538056439,-31.63640955439948
41485,150356,1955.554,3506.395,22.297,0.0467,21.331,0.0718,0.5060,-0.4450,205.04946496044312,-31.636593521121043
41488,38049,3680.292,3506.561,23.891,0.1583,22.977,0.1797,0.3565,-2.6895,204.95943007557847,-31.636569478034755
41501,150380,2730.259,3506.987,22.045,0.0382,21.104,0.0487,0.4125,-1.5090,205.00902374921785,-31.636567540643437
41505,37922,4449.393,3507.110,17.491,0.0093,16.619999999999997,0.0111,1.0665,-0.7910,204.91928152766687,-31.636517277479395
41506,150382,2832.279,3507.110,21.894,0.0323,21.156,0.0475,0.3400,-0.8325,205.0036980959562,-31.63656116763268
41516,150411,2701.558,3507.639,23.514,0.1241,22.204,0.1149,0.3930,-2.9610,205.01052200626512,-31.636538778002397
41518,150379,2694.540,3507.726,23.417,0.1090,22.108999999999998,0.1057,0.3845,-2.3935,205.01088836098418,-31.63653496127881
41520,150421,3617.891,3507.813,21.367,0.0213,20.272,0.0237,0.3735,0.0195,204.96268757251983,-31.636515538199323
41528,150412,2739.266,3508.295,22.424,0.0452,21.695,0.0736,0.3775,0.2460,205.00855357748028,-31.636509336192738
41530,38061,2747.261,3508.461,23.217,0.0845,22.181,0.0951,0.3570,-1.4605,205.0081362238098,-31.636501893841924
41532,38069,3654.280,3508.527,23.217,0.0950,22.54,0.1222,0.3715,-1.8575,204.9607880175973,-31.63648282092503
41533,150440,3923.361,3508.670,23.106,0.0724,22.413,0.1186,0.3600,-0.6760,204.94674147129527,-31.636468316489527
41534,150428,2452.688,3508.678,21.609,0.0228,20.062,0.0273,0.4650,-0.5275,205.02351353387854,-31.636493732072157
41543,38075,2903.333,3509.176,22.813,0.0732,21.863,0.0909,0.3110,-0.1745,204.99998895872332,-31.63646858357935
41544,150429,2646.714,3509.185,23.601,0.1281,22.375,0.1287,0.4120,-0.3460,205.01338498657296,-31.63647042932987
41545,150413,2753.503,3509.277,22.729,0.0560,21.774,0.0761,0.3450,-0.0850,205.00781038669106,-31.636465575818953
41548,150433,3326.696,3509.521,19.638,0.0194,17.457,0.0111,0.7455,-0.1915,204.9778885745929,-31.63644648802669
41549,150439,3916.537,3509.521,21.774,0.0280,20.585,0.0318,0.3880,-0.3420,204.94709773022268,-31.636430719969997
41551,150438,3627.191,3509.719,21.959,0.0327,20.917,0.0368,0.3685,-0.1615,204.96220215419058,-31.636430578347092
41559,38101,3912.919,3510.146,21.526,0.0239,21.252,0.0572,0.4070,-0.3300,204.94728662088514,-31.636403061463252
41560,150462,3762.235,3510.186,22.307,0.0412,21.129,0.0446,0.3890,-0.8200,204.95515261335063,-31.636406003053303
41572,38098,3406.364,3510.609,20.935,0.0301,19.742,0.0258,0.5235,-0.9475,204.97372977668556,-31.636396434388903
41574,150482,3888.676,3510.769,22.097,0.0380,21.287,0.0462,0.3645,-0.3610,204.9485521750585,-31.63637616443594
41579,38084,3586.011,3511.063,21.287,0.0221,20.539,0.0314,0.4020,-0.6275,204.9643518709971,-31.636371932771105
41583,150476,3378.775,3511.273,21.008,0.0255,18.924,0.0187,0.5265,0.1685,204.9751699927428,-31.63636752660106
41584,150490,2683.979,3511.343,22.983,0.0804,21.911,0.0875,0.4200,0.1020,205.01143969579917,-31.636374278915536
41585,5012717,5011.138,3511.354,21.226,0.0288,20.476,0.0462,0.4875,-1.0810,204.8899576933932,-31.636300411168232
41586,38127,3418.816,3511.382,21.325,0.0294,20.193,0.0279,0.4020,-0.8570,204.97307977855598,-31.636361801256726
41587,150502,3656.425,3511.481,22.752,0.0614,21.705,0.0631,0.3525,-0.8305,204.96067613971633,-31.636351473249142
41588,150491,2706.894,3511.498,22.449,0.0498,21.457,0.0625,0.4200,-1.1675,205.0102434892284,-31.636367228227332
41590,150473,2670.116,3511.543,23.087,0.0803,22.147,0.1092,0.4155,-0.3565,205.01216337310262,-31.636365482497215
41592,38122,2802.459,3511.632,22.775,0.0741,21.898,0.0861,0.3650,0.0370,205.00525481099342,-31.63636047765723
41594,5012718,5779.540,3511.655,21.698,0.0370,21.018,0.0569,0.4095,-0.7905,204.8498459333424,-31.63623754416092
41595,38111,3893.989,3511.729,23.578,0.1198,22.487,0.1220,0.3390,-0.1880,204.94827486315413,-31.636333325343905
41602,150493,2779.838,3512.101,21.726,0.0372,19.33,0.0180,0.4545,-0.6280,205.0064356761612,-31.63633983892424
41608,150525,3663.920,3512.335,23.649,0.1332,23.224,0.2432,0.3925,-0.0635,204.96028491428552,-31.636313311221574
41611,5012722,4988.475,3512.470,20.829,0.0240,20.003,0.0289,0.4335,-0.8500,204.89114081277782,-31.636252080544512
41613,38090,737.331,3512.528,23.379,0.1092,21.999,0.1107,0.4705,0.2005,205.11305843447698,-31.63629464029657
